Number	Accession	A's	G'c	C's	T's	N's	Length	GC%
81956	CY025657	807	509	436	552	0	2304	fpCG
81957	CY025658	808	546	408	536	0	2298	fpCG
81958	CY025659	596	400	325	420	0	1741	fpCG
81959	CY025660	289	254	204	236	0	983	fpCG
81960	CY025660	289	254	204	236	0	983	fpCG
81961	CY025661	467	329	250	382	0	1428	fpCG
81962	CY025662	491	401	301	328	0	1521	fpCG
81963	CY025663	264	206	161	210	0	841	fpCG
81964	CY025663	264	206	161	210	0	841	fpCG
81965	CY025664	748	517	396	540	0	2201	fpCG
81966	CY025665	806	505	432	550	0	2293	fpCG
81967	CY025665	806	505	432	550	0	2293	fpCG
81968	CY025666	802	550	407	538	0	2297	fpCG
81969	CY033457	584	377	344	416	0	1721	fpCG
81970	CY033458	277	262	204	240	0	983	fpCG
81971	CY033458	277	262	204	240	0	983	fpCG
81972	CY033459	447	339	274	372	0	1432	fpCG
81973	CY033460	502	401	294	328	0	1525	fpCG
81974	CY033461	288	193	161	206	0	848	fpCG
81975	CY033461	288	193	161	206	0	848	fpCG
81976	CY033462	735	519	413	527	0	2194	fpCG
81977	CY033463	813	526	450	509	0	2298	fpCG
81978	CY033463	813	526	450	509	0	2298	fpCG
81979	CY033464	797	565	415	526	0	2303	fpCG
81980	CY037455	581	398	323	419	0	1721	fpCG
81981	CY037456	292	251	205	238	0	986	fpCG
81982	CY037456	292	251	205	238	0	986	fpCG
81983	CY037457	453	336	251	379	0	1419	fpCG
81984	CY037458	495	398	302	324	0	1519	fpCG
81985	CY037459	267	210	161	211	0	849	fpCG
81986	CY037459	267	210	161	211	0	849	fpCG
81987	CY037460	744	519	396	540	0	2199	fpCG
81988	CY037461	809	509	435	552	0	2305	fpCG
81989	CY037461	809	509	435	552	0	2305	fpCG
81990	CY037462	816	546	411	542	0	2315	fpCG
81991	CY027195	584	377	345	418	0	1724	fpCG
81992	CY027196	277	262	204	240	0	983	fpCG
81993	CY027196	277	262	204	240	0	983	fpCG
81994	CY027197	448	340	274	373	0	1435	fpCG
81995	CY027198	508	400	292	331	0	1531	fpCG
81996	CY027199	288	194	161	206	0	849	fpCG
81997	CY027199	288	194	161	206	0	849	fpCG
81998	CY027200	735	519	415	528	0	2197	fpCG
81999	CY027201	812	526	450	509	0	2297	fpCG
82000	CY027201	812	526	450	509	0	2297	fpCG
82001	CY027202	797	565	415	526	0	2303	fpCG
82002	CY025875	584	377	345	416	0	1722	fpCG
82003	CY025876	277	261	205	240	0	983	fpCG
82004	CY025876	277	261	205	240	0	983	fpCG
82005	CY025877	447	339	274	372	0	1432	fpCG
82006	CY025878	506	401	294	330	0	1531	fpCG
82007	CY025879	289	193	161	206	0	849	fpCG
82008	CY025879	289	193	161	206	0	849	fpCG
82009	CY025880	732	513	408	516	0	2169	fpCG
82010	CY025881	814	527	450	512	0	2303	fpCG
82011	CY025881	814	527	450	512	0	2303	fpCG
82012	CY025882	797	565	415	526	0	2303	fpCG
82013	CY025603	584	378	344	416	0	1722	fpCG
82014	CY025604	277	263	205	240	0	985	fpCG
82015	CY025604	277	263	205	240	0	985	fpCG
82016	CY025605	446	339	278	369	0	1432	fpCG
82017	CY025606	503	400	293	329	0	1525	fpCG
82018	CY025607	289	193	160	207	0	849	fpCG
82019	CY025607	289	193	160	207	0	849	fpCG
82020	CY025608	731	517	412	525	0	2185	fpCG
82021	CY025609	816	524	450	512	0	2302	fpCG
82022	CY025609	816	524	450	512	0	2302	fpCG
82023	CY025610	792	566	413	521	0	2292	fpCG
82024	CY027187	599	397	324	424	0	1744	fpCG
82025	CY027188	289	251	205	237	0	982	fpCG
82026	CY027188	289	251	205	237	0	982	fpCG
82027	CY027189	459	336	254	383	0	1432	fpCG
82028	CY027190	495	397	305	323	0	1520	fpCG
82029	CY027191	269	209	161	212	0	851	fpCG
82030	CY027191	269	209	161	212	0	851	fpCG
82031	CY027192	742	517	395	540	0	2194	fpCG
82032	CY027193	806	508	432	549	0	2295	fpCG
82033	CY027193	806	508	432	549	0	2295	fpCG
82034	CY027194	806	546	408	534	0	2294	fpCG
82035	CY025867	585	377	345	416	0	1723	fpCG
82036	CY025868	277	261	204	240	0	982	fpCG
82037	CY025868	277	261	204	240	0	982	fpCG
82038	CY025869	447	339	274	372	0	1432	fpCG
82039	CY025870	505	400	293	331	0	1529	fpCG
82040	CY025871	289	193	161	206	0	849	fpCG
82041	CY025871	289	193	161	206	0	849	fpCG
82042	CY025872	732	517	412	525	0	2186	fpCG
82043	CY025873	813	527	450	511	0	2301	fpCG
82044	CY025873	813	527	450	511	0	2301	fpCG
82045	CY025874	797	565	415	525	0	2302	fpCG
82046	CY025501	583	377	346	417	0	1723	fpCG
82047	CY025502	276	262	205	240	0	983	fpCG
82048	CY025502	276	262	205	240	0	983	fpCG
82049	CY025503	445	338	274	372	0	1429	fpCG
82050	CY025504	501	401	293	327	0	1522	fpCG
82051	CY025505	289	193	161	206	0	849	fpCG
82052	CY025505	289	193	161	206	0	849	fpCG
82053	CY025506	736	518	414	528	0	2196	fpCG
82054	CY025507	812	526	450	509	0	2297	fpCG
82055	CY025507	812	526	450	509	0	2297	fpCG
82056	CY025508	797	565	415	526	0	2303	fpCG
82057	CY025763	599	399	325	421	0	1744	fpCG
82058	CY025764	291	251	205	238	0	985	fpCG
82059	CY025764	291	251	205	238	0	985	fpCG
82060	CY025765	458	337	250	381	0	1426	fpCG
82061	CY025766	495	397	304	324	0	1520	fpCG
82062	CY025767	261	209	161	210	0	841	fpCG
82063	CY025767	261	209	161	210	0	841	fpCG
82064	CY025768	741	519	395	538	0	2193	fpCG
82065	CY025769	806	507	433	549	0	2295	fpCG
82066	CY025769	806	507	433	549	0	2295	fpCG
82067	CY025770	806	547	409	538	0	2300	fpCG
82068	CY025883	585	377	345	416	0	1723	fpCG
82069	CY025884	277	262	204	240	0	983	fpCG
82070	CY025884	277	262	204	240	0	983	fpCG
82071	CY025885	447	339	274	372	0	1432	fpCG
82072	CY025886	505	401	294	329	0	1529	fpCG
82073	CY025887	289	193	161	206	0	849	fpCG
82074	CY025887	289	193	161	206	0	849	fpCG
82075	CY025888	736	517	411	525	0	2189	fpCG
82076	CY025889	814	527	450	512	0	2303	fpCG
82077	CY025889	814	527	450	512	0	2303	fpCG
82078	CY025890	797	565	414	527	0	2303	fpCG
82079	CY026619	599	399	325	421	0	1744	fpCG
82080	CY026620	288	252	205	238	0	983	fpCG
82081	CY026620	288	252	205	238	0	983	fpCG
82082	CY026621	458	337	252	379	0	1426	fpCG
82083	CY026622	499	398	304	325	0	1526	fpCG
82084	CY026623	268	210	161	212	0	851	fpCG
82085	CY026623	268	210	161	212	0	851	fpCG
82086	CY026624	744	521	397	541	0	2203	fpCG
82087	CY026625	806	507	433	549	0	2295	fpCG
82088	CY026625	806	507	433	549	0	2295	fpCG
82089	CY026626	804	547	408	536	0	2295	fpCG
82090	CY034406	585	377	345	417	0	1724	fpCG
82091	CY034407	281	262	204	240	0	987	fpCG
82092	CY034407	281	262	204	240	0	987	fpCG
82093	CY034408	447	339	274	372	0	1432	fpCG
82094	CY034409	505	401	293	330	0	1529	fpCG
82095	CY034410	288	193	161	206	0	848	fpCG
82096	CY034410	288	193	161	206	0	848	fpCG
82097	CY034411	734	517	413	525	0	2189	fpCG
82098	CY034412	814	527	450	512	0	2303	fpCG
82099	CY034412	814	527	450	512	0	2303	fpCG
82100	CY034413	797	565	415	526	0	2303	fpCG
82101	CY037463	582	396	322	420	0	1720	fpCG
82102	CY037464	294	252	205	238	0	989	fpCG
82103	CY037464	294	252	205	238	0	989	fpCG
82104	CY037465	453	337	252	379	0	1421	fpCG
82105	CY037466	495	398	302	324	0	1519	fpCG
82106	CY037467	262	210	161	211	0	844	fpCG
82107	CY037467	262	210	161	211	0	844	fpCG
82108	CY037468	734	520	389	532	0	2175	fpCG
82109	CY037469	804	503	430	541	0	2278	fpCG
82110	CY037469	804	503	430	541	0	2278	fpCG
82111	CY037470	809	547	408	536	0	2300	fpCG
82112	CY025413	585	377	345	416	0	1723	fpCG
82113	CY025414	278	262	204	240	0	984	fpCG
82114	CY025414	278	262	204	240	0	984	fpCG
82115	CY025415	447	339	274	372	0	1432	fpCG
82116	CY025416	508	400	292	331	0	1531	fpCG
82117	CY025417	289	193	161	206	0	849	fpCG
82118	CY025417	289	193	161	206	0	849	fpCG
82119	CY025418	734	517	413	525	0	2189	fpCG
82120	CY025419	814	527	450	512	0	2303	fpCG
82121	CY025419	814	527	450	512	0	2303	fpCG
82122	CY025420	798	564	415	525	0	2302	fpCG
82123	CY026755	588	398	323	419	0	1728	fpCG
82124	CY026756	294	253	205	239	0	991	fpCG
82125	CY026756	294	253	205	239	0	991	fpCG
82126	CY026757	459	337	251	380	0	1427	fpCG
82127	CY026758	495	397	304	324	0	1520	fpCG
82128	CY026759	266	210	161	211	0	848	fpCG
82129	CY026759	266	210	161	211	0	848	fpCG
82130	CY026760	745	519	396	540	0	2200	fpCG
82131	CY026761	805	508	433	549	0	2295	fpCG
82132	CY026761	805	508	433	549	0	2295	fpCG
82133	CY026762	808	545	408	536	0	2297	fpCG
82134	CY026571	599	399	325	421	0	1744	fpCG
82135	CY026572	288	251	205	238	0	982	fpCG
82136	CY026572	288	251	205	238	0	982	fpCG
82137	CY026573	458	337	252	379	0	1426	fpCG
82138	CY026574	500	398	304	326	0	1528	fpCG
82139	CY026575	261	209	161	210	0	841	fpCG
82140	CY026575	261	209	161	210	0	841	fpCG
82141	CY026576	745	519	396	540	0	2200	fpCG
82142	CY026577	811	508	436	552	0	2307	fpCG
82143	CY026577	811	508	436	552	0	2307	fpCG
82144	CY026578	806	547	408	536	0	2297	fpCG
82145	CY025819	600	398	325	421	0	1744	fpCG
82146	CY025820	290	251	205	238	0	984	fpCG
82147	CY025820	290	251	205	238	0	984	fpCG
82148	CY025821	458	337	252	379	0	1426	fpCG
82149	CY025822	499	398	304	325	0	1526	fpCG
82150	CY025823	268	210	161	212	0	851	fpCG
82151	CY025823	268	210	161	212	0	851	fpCG
82152	CY025824	744	520	396	540	0	2200	fpCG
82153	CY025825	808	508	436	552	0	2304	fpCG
82154	CY025825	808	508	436	552	0	2304	fpCG
82155	CY025826	807	546	408	536	0	2297	fpCG
82156	CY026171	588	398	322	420	0	1728	fpCG
82157	CY026172	288	252	205	238	0	983	fpCG
82158	CY026172	288	252	205	238	0	983	fpCG
82159	CY026173	458	337	250	381	0	1426	fpCG
82160	CY026174	500	398	304	326	0	1528	fpCG
82161	CY026175	268	210	161	212	0	851	fpCG
82162	CY026175	268	210	161	212	0	851	fpCG
82163	CY026176	744	520	396	540	0	2200	fpCG
82164	CY026177	811	508	436	552	0	2307	fpCG
82165	CY026177	811	508	436	552	0	2307	fpCG
82166	CY026178	803	548	408	534	0	2294	fpCG
82167	CY025469	586	398	322	420	0	1726	fpCG
82168	CY025470	292	251	205	238	0	986	fpCG
82169	CY025470	292	251	205	238	0	986	fpCG
82170	CY025471	461	337	252	382	0	1432	fpCG
82171	CY025472	499	398	304	325	0	1526	fpCG
82172	CY025473	266	210	161	211	0	848	fpCG
82173	CY025473	266	210	161	211	0	848	fpCG
82174	CY025474	744	520	396	540	0	2200	fpCG
82175	CY025475	811	508	436	552	0	2307	fpCG
82176	CY025475	811	508	436	552	0	2307	fpCG
82177	CY025476	805	547	408	536	0	2296	fpCG
82178	EU502398	338	208	217	224	0	987	fpCG
82179	EU502399	338	208	217	224	0	987	fpCG
82180	EU502400	342	203	221	221	0	987	fpCG
82181	CY031386	619	397	325	430	0	1771	fpCG
82182	CY031387	302	257	208	241	0	1008	fpCG
82183	CY031387	302	257	208	241	0	1008	fpCG
82184	FJ743474	471	331	258	382	0	1442	fpCG
82185	FJ743475	619	397	325	430	0	1771	fpCG
82186	AY661065	347	253	236	259	0	1095	fpCG
82187	AF008811	323	223	215	226	0	987	fpCG
82188	EF566368	349	214	224	233	0	1020	fpCG
82189	EU501564	341	204	218	224	0	987	fpCG
82190	AY661157	349	252	234	260	0	1095	fpCG
82191	EF584356	441	337	268	364	0	1410	fpCG
82192	EF566138	348	214	224	232	0	1018	fpCG
82193	EF566188	435	334	263	356	0	1388	fpCG
82194	EF566367	350	214	224	233	0	1021	fpCG
82195	EU501565	341	204	218	224	0	987	fpCG
82196	EF566322	399	275	248	278	0	1200	fpCG
82197	EF566132	350	216	226	240	0	1032	fpCG
82198	EU501567	342	203	218	224	0	987	fpCG
82199	EF566242	345	212	224	231	0	1012	fpCG
82200	EU124070	347	205	219	231	0	1002	fpCG
82201	EF566159	343	210	221	228	0	1002	fpCG
82202	EU124071	345	206	221	229	0	1001	fpCG
82203	EU502079	343	201	218	225	0	987	fpCG
82204	EF566160	343	211	224	230	0	1008	fpCG
82205	AF270726	348	233	208	228	0	1017	fpCG
82206	AY209902	427	346	272	365	0	1410	fpCG
82207	AY209937	775	576	408	521	0	2280	fpCG
82208	AY209993	720	514	402	515	0	2151	fpCG
82209	AY210011	800	521	457	496	0	2274	fpCG
82210	AY210033	275	261	209	237	0	982	fpCG
82211	AY210033	275	261	209	237	0	982	fpCG
82212	AY210072	481	400	296	320	0	1497	fpCG
82213	AY210158	273	198	168	199	0	838	fpCG
82214	AY210158	273	198	168	199	0	838	fpCG
82215	CY015508	562	404	349	408	0	1723	fpCG
82216	CY015509	287	260	210	239	0	996	fpCG
82217	CY015509	287	260	210	239	0	996	fpCG
82218	CY015510	442	348	267	378	0	1435	fpCG
82219	CY015511	487	403	310	321	0	1521	fpCG
82220	CY015512	276	200	169	201	0	846	fpCG
82221	CY015512	276	200	169	201	0	846	fpCG
82222	CY015513	738	514	405	532	0	2189	fpCG
82223	CY015514	791	521	451	535	0	2298	fpCG
82224	CY015514	791	521	451	535	0	2298	fpCG
82225	CY015515	771	586	416	520	0	2293	fpCG
82226	AB124664	430	344	264	372	0	1410	fpCG
82227	AY661073	556	392	345	397	0	1690	fpCG
82228	GQ243751	596	375	314	402	0	1687	fpCG
82229	GQ243752	446	330	261	366	0	1403	fpCG
82230	GQ243761	594	377	314	402	0	1687	fpCG
82231	GQ243762	444	328	261	363	0	1396	fpCG
82232	CY047423	503	399	300	321	1	1524	fpCG
82233	CY047450	693	515	408	475	0	2095	fpCG
82234	CY031833	339	200	219	226	0	984	fpCG
82235	CY031834	291	265	209	244	0	1009	fpCG
82236	CY031834	291	265	209	244	0	1009	fpCG
82237	EF566314	356	230	226	248	0	1060	fpCG
82238	EF566313	347	215	225	240	0	1027	fpCG
82239	AF008700	322	221	218	226	0	987	fpCG
82240	AF072545	511	407	310	337	0	1565	fpCG
82241	EF626609	315	229	221	222	0	987	fpCG
82242	V01086	577	411	358	422	0	1768	fpCG
82243	V01098	577	412	358	421	0	1768	fpCG
82244	AF180633	323	218	221	225	0	987	fpCG
82245	EU124066	356	223	223	240	0	1042	fpCG
82246	EU124067	346	211	223	231	0	1011	fpCG
82247	EF566278	408	284	251	282	0	1225	fpCG
82248	EU124065	348	212	223	235	0	1018	fpCG
82249	EF566275	405	280	250	277	0	1212	fpCG
82250	EF566315	410	282	251	282	0	1225	fpCG
82251	AY210136	430	344	264	372	0	1410	fpCG
82252	AY210235	484	399	295	319	0	1497	fpCG
82253	AY210268	274	263	208	237	0	982	fpCG
82254	AY210268	274	263	208	237	0	982	fpCG
82255	AY210316	274	199	165	200	0	838	fpCG
82256	AY210316	274	199	165	200	0	838	fpCG
82257	L19023	354	223	226	229	0	1032	fpCG
82258	AF180632	324	217	221	225	0	987	fpCG
82259	M63753	511	408	316	330	0	1565	fpCG
82260	AF008673	323	224	215	225	0	987	fpCG
82261	EF566177	351	213	221	235	0	1020	fpCG
82262	EU501570	343	203	216	225	0	987	fpCG
82263	CY031334	421	267	251	275	0	1214	fpCG
82264	CY031335	298	256	204	243	0	1001	fpCG
82265	CY031335	298	256	204	243	0	1001	fpCG
82266	EF566329	421	268	251	275	0	1215	fpCG
82267	CY031809	340	206	220	226	0	992	fpCG
82268	CY031810	280	256	205	231	0	972	fpCG
82269	CY031810	280	256	205	231	0	972	fpCG
82270	CY031348	416	259	253	270	0	1198	fpCG
82271	CY031349	299	260	204	243	0	1006	fpCG
82272	CY031349	299	260	204	243	0	1006	fpCG
82273	FJ743455	478	337	263	381	0	1459	fpCG
82274	FJ743456	620	395	325	429	0	1769	fpCG
82275	FJ966245	599	383	353	427	0	1762	fpCG
82276	EF566240	343	215	222	232	0	1012	fpCG
82277	EU124064	347	211	223	236	0	1017	fpCG
82278	EU502081	341	202	217	227	0	987	fpCG
82279	EF566270	409	281	251	282	0	1223	fpCG
82280	EF566251	444	317	237	362	0	1360	fpCG
82281	EF566184	351	212	223	235	0	1021	fpCG
82282	EF566161	345	207	221	231	0	1004	fpCG
82283	EU501572	341	202	218	226	0	987	fpCG
82284	EF566152	344	214	222	232	0	1012	fpCG
82285	EF566178	351	221	223	238	0	1033	fpCG
82286	EF566162	344	213	221	233	0	1011	fpCG
82287	EF566241	344	208	221	231	0	1004	fpCG
82288	EF566310	430	323	261	358	0	1372	fpCG
82289	CY047414	490	397	305	328	0	1520	fpCG
82290	CY047441	96	82	62	95	0	335	fpCG
82291	EF566163	345	213	222	235	0	1015	fpCG
82292	EF566150	344	213	221	234	0	1013	fpCG
82293	EF566191	431	329	263	359	0	1382	fpCG
82294	EU501574	340	205	216	226	0	987	fpCG
82295	EU124069	348	211	223	236	0	1018	fpCG
82296	EU502082	342	201	217	227	0	987	fpCG
82297	EF566168	349	213	225	232	0	1019	fpCG
82298	EF566189	433	330	262	356	0	1381	fpCG
82299	EU501575	342	203	219	223	0	987	fpCG
82300	EU124068	348	209	222	235	0	1014	fpCG
82301	CY047415	489	398	306	327	0	1520	fpCG
82302	CY047442	22	31	18	34	0	105	fpCG
82303	EF566172	347	217	226	240	0	1030	fpCG
82304	EU501576	341	204	217	225	0	987	fpCG
82305	EF566258	345	213	224	234	0	1016	fpCG
82306	EF584368	444	331	269	366	0	1410	fpCG
82307	EF566321	410	281	250	280	0	1221	fpCG
82308	EF566079	333	220	223	226	0	1002	fpCG
82309	AF008697	321	222	218	226	0	987	fpCG
82310	EF584372	435	339	272	364	0	1410	fpCG
82311	AF008888	318	226	217	226	0	987	fpCG
82312	AY661188	356	245	236	258	0	1095	fpCG
82313	FJ183466	580	388	314	416	0	1698	fpCG
82314	FJ183467	455	333	254	370	0	1413	fpCG
82315	AF017270	590	395	353	424	0	1762	fpCG
82316	AF017272	590	394	354	424	0	1762	fpCG
82317	AF017271	350	234	232	253	0	1069	fpCG
82318	CY062803	618	383	322	411	0	1734	fpCG
82319	CY062804	291	253	206	237	0	987	fpCG
82320	CY062804	291	253	206	237	0	987	fpCG
82321	CY062805	452	332	265	371	0	1420	fpCG
82322	CY062806	502	402	301	318	0	1523	fpCG
82323	CY062807	271	201	169	209	0	850	fpCG
82324	CY062807	271	201	169	209	0	850	fpCG
82325	CY062808	711	534	426	504	0	2175	fpCG
82326	CY062809	821	519	442	521	0	2303	fpCG
82327	CY062810	771	590	432	500	0	2293	fpCG
82328	CY062987	609	381	316	415	0	1721	fpCG
82329	CY062988	286	253	208	235	0	982	fpCG
82330	CY062988	286	253	208	235	0	982	fpCG
82331	CY062989	450	331	264	373	0	1418	fpCG
82332	CY062990	501	402	297	316	0	1516	fpCG
82333	CY062991	266	202	168	208	0	844	fpCG
82334	CY062991	266	202	168	208	0	844	fpCG
82335	CY062992	711	531	423	504	0	2169	fpCG
82336	CY062993	820	520	442	517	0	2299	fpCG
82337	CY062994	772	591	432	497	0	2292	fpCG
82338	CY066703	616	386	320	411	0	1733	fpCG
82339	CY066704	288	254	210	235	0	987	fpCG
82340	CY066704	288	254	210	235	0	987	fpCG
82341	CY066705	453	331	264	372	0	1420	fpCG
82342	CY066706	504	401	302	316	0	1523	fpCG
82343	CY066707	270	203	168	209	0	850	fpCG
82344	CY066707	270	203	168	209	0	850	fpCG
82345	CY066708	715	530	426	504	0	2175	fpCG
82346	CY066709	821	520	442	520	0	2303	fpCG
82347	CY066710	771	590	434	498	0	2293	fpCG
82348	CY066711	616	385	319	413	0	1733	fpCG
82349	CY066712	289	254	207	237	0	987	fpCG
82350	CY066712	289	254	207	237	0	987	fpCG
82351	CY066713	454	331	263	372	0	1420	fpCG
82352	CY066714	505	400	302	316	0	1523	fpCG
82353	CY066715	270	202	171	207	0	850	fpCG
82354	CY066715	270	202	171	207	0	850	fpCG
82355	CY066716	715	530	427	503	0	2175	fpCG
82356	CY066717	820	521	444	518	0	2303	fpCG
82357	CY066718	770	592	433	498	0	2293	fpCG
82358	CY067183	617	385	319	413	0	1734	fpCG
82359	CY067184	289	254	208	236	0	987	fpCG
82360	CY067184	289	254	208	236	0	987	fpCG
82361	CY067185	454	330	264	372	0	1420	fpCG
82362	CY067186	504	401	301	317	0	1523	fpCG
82363	CY067187	269	203	169	209	0	850	fpCG
82364	CY067187	269	203	169	209	0	850	fpCG
82365	CY067188	712	533	425	505	0	2175	fpCG
82366	CY067189	825	516	442	520	0	2303	fpCG
82367	CY067190	771	591	432	498	0	2293	fpCG
82368	CY069242	619	383	316	415	0	1734	fpCG
82369	CY069243	289	253	207	238	0	987	fpCG
82370	CY069243	289	253	207	238	0	987	fpCG
82371	CY069244	455	329	265	371	0	1420	fpCG
82372	CY069245	505	400	301	317	0	1523	fpCG
82373	CY069246	273	200	168	209	0	850	fpCG
82374	CY069246	273	200	168	209	0	850	fpCG
82375	CY069247	711	535	426	503	0	2175	fpCG
82376	CY069248	820	521	443	519	0	2303	fpCG
82377	CY069249	772	590	433	498	0	2293	fpCG
82378	CY071055	615	386	319	414	0	1734	fpCG
82379	CY071056	289	254	207	237	0	987	fpCG
82380	CY071056	289	254	207	237	0	987	fpCG
82381	CY071057	453	331	265	371	0	1420	fpCG
82382	CY071058	505	400	301	317	0	1523	fpCG
82383	CY071059	269	203	169	209	0	850	fpCG
82384	CY071059	269	203	169	209	0	850	fpCG
82385	CY071060	713	532	427	503	0	2175	fpCG
82386	CY071061	821	521	442	519	0	2303	fpCG
82387	CY071062	772	590	430	501	0	2293	fpCG
82388	CY073773	626	392	325	415	0	1758	fpCG
82389	CY073774	289	254	207	237	0	987	fpCG
82390	CY073774	289	254	207	237	0	987	fpCG
82391	CY073775	452	331	264	373	0	1420	fpCG
82392	CY073776	500	405	300	318	0	1523	fpCG
82393	CY073777	272	200	169	209	0	850	fpCG
82394	CY073777	272	200	169	209	0	850	fpCG
82395	CY073778	712	534	424	505	0	2175	fpCG
82396	CY073779	820	520	443	519	0	2303	fpCG
82397	CY073780	771	592	434	496	0	2293	fpCG
82398	AY651333	591	393	310	402	0	1696	fpCG
82399	AY651387	278	264	209	232	0	983	fpCG
82400	AY651387	278	264	209	232	0	983	fpCG
82401	AY651445	397	346	249	358	0	1350	fpCG
82402	AY651498	464	419	296	306	0	1485	fpCG
82403	AY651552	264	198	169	192	0	823	fpCG
82404	AY651552	264	198	169	192	0	823	fpCG
82405	AY651610	706	520	428	489	0	2143	fpCG
82406	AY651664	785	528	452	504	0	2269	fpCG
82407	AY651718	755	594	430	501	0	2280	fpCG
82408	EF541402	604	401	314	422	0	1741	fpCG
82409	EF541452	277	264	209	232	0	982	fpCG
82410	EF541452	277	264	209	232	0	982	fpCG
82411	EF541466	398	345	250	357	0	1350	fpCG
82412	AY651334	590	395	308	404	0	1697	fpCG
82413	AY651388	278	263	208	233	0	982	fpCG
82414	AY651388	278	263	208	233	0	982	fpCG
82415	AY651447	400	341	248	361	0	1350	fpCG
82416	AY651499	463	418	299	305	0	1485	fpCG
82417	AY651553	262	199	169	193	0	823	fpCG
82418	AY651611	704	520	429	490	0	2143	fpCG
82419	AY651665	777	522	445	497	0	2241	fpCG
82420	AY651719	756	592	431	501	0	2280	fpCG
82421	AY818126	754	594	431	501	0	2280	fpCG
82422	AY818129	792	527	452	503	0	2274	fpCG
82423	AY818132	707	524	429	491	0	2151	fpCG
82424	AY818135	594	395	309	409	0	1707	fpCG
82425	AY818138	476	420	301	310	0	1507	fpCG
82426	AY818141	400	341	249	360	0	1350	fpCG
82427	AY818144	282	263	208	233	0	986	fpCG
82428	AY818147	269	200	169	195	0	833	fpCG
82429	EF467805	767	595	433	513	0	2308	fpCG
82430	EF467808	811	539	467	522	0	2341	fpCG
82431	EF467808	811	539	467	522	0	2341	fpCG
82432	EF473502	702	522	430	489	0	2143	fpCG
82433	EF541403	604	403	312	422	0	1741	fpCG
82434	EF541453	278	263	208	233	0	982	fpCG
82435	EF541453	278	263	208	233	0	982	fpCG
82436	EF541456	262	199	169	193	0	823	fpCG
82437	EF541456	262	199	169	193	0	823	fpCG
82438	EF541467	400	341	249	360	0	1350	fpCG
82439	EU122394	583	392	313	407	0	1695	fpCG
82440	EU122395	581	393	313	408	0	1695	fpCG
82441	EU122396	581	393	313	408	0	1695	fpCG
82442	EU122397	581	393	313	408	0	1695	fpCG
82443	EU122398	580	394	313	408	0	1695	fpCG
82444	EU122399	582	392	312	409	0	1695	fpCG
82445	EU122400	581	393	313	408	0	1695	fpCG
82446	EU122401	582	392	313	408	0	1695	fpCG
82447	EU122402	582	392	314	407	0	1695	fpCG
82448	EU122403	583	391	313	408	0	1695	fpCG
82449	EU122404	581	392	314	408	0	1695	fpCG
82450	EU122405	582	392	314	407	0	1695	fpCG
82451	EU122406	583	392	313	407	0	1695	fpCG
82452	EF467806	765	597	434	512	0	2308	fpCG
82453	EF467809	812	539	467	523	0	2341	fpCG
82454	EF467809	812	539	467	523	0	2341	fpCG
82455	EF473407	704	523	428	491	0	2146	fpCG
82456	EF541404	604	403	312	422	0	1741	fpCG
82457	EF541457	262	199	170	192	0	823	fpCG
82458	EF541457	262	199	170	192	0	823	fpCG
82459	AY651335	591	393	307	406	0	1697	fpCG
82460	AY651389	276	266	208	232	0	982	fpCG
82461	AY651389	276	266	208	232	0	982	fpCG
82462	AY651446	398	343	249	360	0	1350	fpCG
82463	AY651500	460	415	298	305	0	1478	fpCG
82464	AY651554	271	201	170	195	0	837	fpCG
82465	AY651554	271	201	170	195	0	837	fpCG
82466	AY651613	709	517	425	492	0	2143	fpCG
82467	AY651666	748	477	420	472	0	2117	fpCG
82468	AY651720	458	364	260	313	0	1395	fpCG
82469	AY651336	586	390	307	401	0	1684	fpCG
82470	AY651390	276	265	208	233	0	982	fpCG
82471	AY651390	276	265	208	233	0	982	fpCG
82472	AY651448	399	341	250	360	0	1350	fpCG
82473	AY651501	459	417	299	304	0	1479	fpCG
